"operator_name","operator_id","invoice_id","issued_date","quantity","price"
"ESCUELA DE CALIDAD MORRISON SRL",12,17462,"2017-09-19",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17466,"2017-09-19",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17457,"2017-09-19",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17453,"2017-09-18",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17450,"2017-09-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17442,"2017-09-18",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17455,"2017-09-18",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17452,"2017-09-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17447,"2017-09-18",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17454,"2017-09-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17450,"2017-09-18",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17444,"2017-09-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17456,"2017-09-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17452,"2017-09-18",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17449,"2017-09-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17454,"2017-09-18",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17451,"2017-09-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17444,"2017-09-18",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17456,"2017-09-18",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17453,"2017-09-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17449,"2017-09-18",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17442,"2017-09-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17455,"2017-09-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17451,"2017-09-18",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17447,"2017-09-18",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17437,"2017-09-17",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17438,"2017-09-17",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17434,"2017-09-16",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17431,"2017-09-16",2,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17433,"2017-09-16",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17435,"2017-09-16",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17431,"2017-09-16",2,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17433,"2017-09-16",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17435,"2017-09-16",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17432,"2017-09-16",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17434,"2017-09-16",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17436,"2017-09-16",1,500
"ESCUELA DE CALIDAD MORRISON SRL",12,17432,"2017-09-16",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17425,"2017-09-15",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17411,"2017-09-15",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17425,"2017-09-15",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17410,"2017-09-15",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17412,"2017-09-15",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17426,"2017-09-15",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17410,"2017-09-15",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17412,"2017-09-15",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17426,"2017-09-15",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17411,"2017-09-15",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17409,"2017-09-14",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17394,"2017-09-14",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17408,"2017-09-14",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17394,"2017-09-14",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17408,"2017-09-14",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17389,"2017-09-14",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17395,"2017-09-14",8,9000
"ESCUELA DE CALIDAD MORRISON SRL",12,17409,"2017-09-14",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17389,"2017-09-14",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17402,"2017-09-14",1,600
"ESCUELA DE CALIDAD MORRISON SRL",12,17378,"2017-09-13",2,5500
"ESCUELA DE CALIDAD MORRISON SRL",12,17388,"2017-09-13",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17387,"2017-09-13",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17387,"2017-09-13",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17377,"2017-09-13",17,5500
"ESCUELA DE CALIDAD MORRISON SRL",12,17388,"2017-09-13",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17371,"2017-09-12",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17373,"2017-09-12",20,5500
"ESCUELA DE CALIDAD MORRISON SRL",12,17364,"2017-09-12",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17375,"2017-09-12",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17371,"2017-09-12",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17374,"2017-09-12",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17370,"2017-09-12",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17376,"2017-09-12",19,5500
"ESCUELA DE CALIDAD MORRISON SRL",12,17372,"2017-09-12",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17374,"2017-09-12",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17370,"2017-09-12",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17372,"2017-09-12",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17364,"2017-09-12",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17375,"2017-09-12",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17362,"2017-09-11",3,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17359,"2017-09-11",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17361,"2017-09-11",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17363,"2017-09-11",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17359,"2017-09-11",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17361,"2017-09-11",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17363,"2017-09-11",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17360,"2017-09-11",2,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17362,"2017-09-11",3,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17359,"2017-09-11",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17360,"2017-09-11",2,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17345,"2017-09-09",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17347,"2017-09-09",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17345,"2017-09-09",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17347,"2017-09-09",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17340,"2017-09-09",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17346,"2017-09-09",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17340,"2017-09-09",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17346,"2017-09-09",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17339,"2017-09-08",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17337,"2017-09-08",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17337,"2017-09-08",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17339,"2017-09-08",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17335,"2017-09-06",13,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17335,"2017-09-06",13,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17324,"2017-09-05",0,1000
"PiBi Cloud SRL",51,17702,"2017-09-05",1,51067.15
"ESCUELA DE CALIDAD MORRISON SRL",12,17310,"2017-09-05",0,1000
"PiBi Cloud SRL",51,17680,"2017-09-05",2,28604.94
"ESCUELA DE CALIDAD MORRISON SRL",12,17312,"2017-09-05",1,1000
"PiBi Cloud SRL",51,17680,"2017-09-05",1,47320
"PiBi Cloud SRL",51,17702,"2017-09-05",1,28604.94
"ESCUELA DE CALIDAD MORRISON SRL",12,17309,"2017-09-05",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17325,"2017-09-05",1,20000
"PiBi Cloud SRL",51,17702,"2017-09-05",2,62527.47
"ESCUELA DE CALIDAD MORRISON SRL",12,17311,"2017-09-05",1,20000
"PiBi Cloud SRL",51,17680,"2017-09-05",1,51067.15
"ESCUELA DE CALIDAD MORRISON SRL",12,17321,"2017-09-05",1,100
"PiBi Cloud SRL",51,17702,"2017-09-05",2,28604.94
"ESCUELA DE CALIDAD MORRISON SRL",12,17309,"2017-09-05",0,1000
"PiBi Cloud SRL",51,17680,"2017-09-05",1,96266.63
"ESCUELA DE CALIDAD MORRISON SRL",12,17325,"2017-09-05",0,1000
"PiBi Cloud SRL",51,17702,"2017-09-05",1,47320
"ESCUELA DE CALIDAD MORRISON SRL",12,17311,"2017-09-05",0,1000
"PiBi Cloud SRL",51,17680,"2017-09-05",10,1723.63
"ESCUELA DE CALIDAD MORRISON SRL",12,17324,"2017-09-05",1,20000
"PiBi Cloud SRL",51,17702,"2017-09-05",10,1723.63
"ESCUELA DE CALIDAD MORRISON SRL",12,17310,"2017-09-05",1,20000
"PiBi Cloud SRL",51,17680,"2017-09-05",1,28604.94
"ESCUELA DE CALIDAD MORRISON SRL",12,17312,"2017-09-05",1,20000
"PiBi Cloud SRL",51,17680,"2017-09-05",2,62527.47
"PiBi Cloud SRL",51,17702,"2017-09-05",1,96266.63
"ESCUELA DE CALIDAD MORRISON SRL",12,17296,"2017-09-04",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17291,"2017-09-04",2,117500
"ESCUELA DE CALIDAD MORRISON SRL",12,17295,"2017-09-04",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17288,"2017-09-04",2,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17307,"2017-09-04",3,5000
"ESCUELA DE CALIDAD MORRISON SRL",12,17291,"2017-09-04",2,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17287,"2017-09-04",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17295,"2017-09-04",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17289,"2017-09-04",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17307,"2017-09-04",1,6000
"ESCUELA DE CALIDAD MORRISON SRL",12,17292,"2017-09-04",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17287,"2017-09-04",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17296,"2017-09-04",1,117500
"ESCUELA DE CALIDAD MORRISON SRL",12,17289,"2017-09-04",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17308,"2017-09-04",1,10000
"ESCUELA DE CALIDAD MORRISON SRL",12,17292,"2017-09-04",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17288,"2017-09-04",2,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17279,"2017-09-02",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17272,"2017-09-02",13,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17281,"2017-09-02",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17278,"2017-09-02",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17280,"2017-09-02",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17276,"2017-09-02",4,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17278,"2017-09-02",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17280,"2017-09-02",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17276,"2017-09-02",4,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17279,"2017-09-02",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17272,"2017-09-02",13,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17281,"2017-09-02",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17277,"2017-09-02",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17257,"2017-09-01",1,20000
"PiBi Cloud SRL",51,17405,"2017-09-01",1,28604.94
"ESCUELA DE CALIDAD MORRISON SRL",12,17259,"2017-09-01",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17255,"2017-09-01",8,20000
"PiBi Cloud SRL",51,17405,"2017-09-01",4,62527.47
"ESCUELA DE CALIDAD MORRISON SRL",12,17257,"2017-09-01",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17253,"2017-09-01",3,20000
"PiBi Cloud SRL",51,17405,"2017-09-01",3,28604.94
"ESCUELA DE CALIDAD MORRISON SRL",12,17259,"2017-09-01",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17255,"2017-09-01",3,20000
"PiBi Cloud SRL",51,17405,"2017-09-01",1,70980
"ESCUELA DE CALIDAD MORRISON SRL",12,17258,"2017-09-01",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17253,"2017-09-01",1,20000
"PiBi Cloud SRL",51,17405,"2017-09-01",20,1723.63
"ESCUELA DE CALIDAD MORRISON SRL",12,17256,"2017-09-01",1,4000
"PiBi Cloud SRL",51,17405,"2017-09-01",1,137523.75
"ESCUELA DE CALIDAD MORRISON SRL",12,17258,"2017-09-01",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17253,"2017-09-01",1,20000
"PiBi Cloud SRL",51,17405,"2017-09-01",1,51067.15
"ESCUELA DE CALIDAD MORRISON SRL",12,17243,"2017-08-31",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17245,"2017-08-31",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17241,"2017-08-31",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17246,"2017-08-31",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17243,"2017-08-31",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17240,"2017-08-31",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17245,"2017-08-31",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17242,"2017-08-31",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17247,"2017-08-31",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17244,"2017-08-31",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17240,"2017-08-31",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17246,"2017-08-31",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17242,"2017-08-31",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17247,"2017-08-31",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17244,"2017-08-31",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17241,"2017-08-31",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17246,"2017-08-31",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17226,"2017-08-30",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17214,"2017-08-30",3,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17222,"2017-08-30",0,1000
"PiBi Cloud SRL",51,17252,"2017-08-30",1,447840
"ESCUELA DE CALIDAD MORRISON SRL",12,17224,"2017-08-30",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17223,"2017-08-30",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17225,"2017-08-30",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17213,"2017-08-30",3,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17214,"2017-08-30",3,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17223,"2017-08-30",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17225,"2017-08-30",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17213,"2017-08-30",3,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17222,"2017-08-30",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17224,"2017-08-30",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17207,"2017-08-29",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17212,"2017-08-29",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17206,"2017-08-29",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17209,"2017-08-29",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17206,"2017-08-29",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17209,"2017-08-29",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17207,"2017-08-29",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17212,"2017-08-29",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17191,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17186,"2017-08-28",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17179,"2017-08-28",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17197,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17193,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17188,"2017-08-28",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17182,"2017-08-28",2,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17177,"2017-08-28",4,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17195,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17191,"2017-08-28",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17187,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17181,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17197,"2017-08-28",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17193,"2017-08-28",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17189,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17182,"2017-08-28",6,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17177,"2017-08-28",6,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17196,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17192,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17187,"2017-08-28",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17181,"2017-08-28",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17177,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17198,"2017-08-28",2,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17194,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17190,"2017-08-28",1,500
"ESCUELA DE CALIDAD MORRISON SRL",12,17186,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17179,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17196,"2017-08-28",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17192,"2017-08-28",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17188,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17182,"2017-08-28",3,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17177,"2017-08-28",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17198,"2017-08-28",2,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17194,"2017-08-28",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17176,"2017-08-26",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17174,"2017-08-26",1,500
"ESCUELA DE CALIDAD MORRISON SRL",12,17176,"2017-08-26",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17175,"2017-08-26",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17175,"2017-08-26",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17173,"2017-08-26",1,4000
"ESCUELA DE CALIDAD MORRISON SRL",12,17160,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17147,"2017-08-25",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17141,"2017-08-25",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17161,"2017-08-25",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17159,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17146,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17138,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17160,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17151,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17144,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17136,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17165,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17159,"2017-08-25",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17146,"2017-08-25",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17138,"2017-08-25",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17160,"2017-08-25",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17152,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17144,"2017-08-25",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17136,"2017-08-25",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17165,"2017-08-25",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17160,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17147,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17141,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17161,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17152,"2017-08-25",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17145,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17137,"2017-08-25",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17123,"2017-08-24",1,500
"ESCUELA DE CALIDAD MORRISON SRL",12,17135,"2017-08-24",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17125,"2017-08-24",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17134,"2017-08-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17124,"2017-08-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17126,"2017-08-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17134,"2017-08-24",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17124,"2017-08-24",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17126,"2017-08-24",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17135,"2017-08-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17125,"2017-08-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17129,"2017-08-24",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17119,"2017-08-23",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17121,"2017-08-23",1,117500
"ESCUELA DE CALIDAD MORRISON SRL",12,17117,"2017-08-23",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17119,"2017-08-23",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17116,"2017-08-23",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17121,"2017-08-23",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17118,"2017-08-23",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17120,"2017-08-23",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17116,"2017-08-23",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17122,"2017-08-23",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17118,"2017-08-23",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17120,"2017-08-23",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17117,"2017-08-23",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17111,"2017-08-22",0,1000
"PiBi Cloud SRL",51,17407,"2017-08-22",1,28604.94
"ESCUELA DE CALIDAD MORRISON SRL",12,17106,"2017-08-22",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17110,"2017-08-22",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17103,"2017-08-22",1,20000
"PiBi Cloud SRL",51,17407,"2017-08-22",10,1723.63
"ESCUELA DE CALIDAD MORRISON SRL",12,17108,"2017-08-22",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17110,"2017-08-22",0,1000
"PiBi Cloud SRL",51,17407,"2017-08-22",1,96266.63
"ESCUELA DE CALIDAD MORRISON SRL",12,17103,"2017-08-22",0,1000
"PiBi Cloud SRL",51,17407,"2017-08-22",3,62527.47
"ESCUELA DE CALIDAD MORRISON SRL",12,17109,"2017-08-22",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17095,"2017-08-22",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17111,"2017-08-22",1,20000
"PiBi Cloud SRL",51,17407,"2017-08-22",1,28604.94
"ESCUELA DE CALIDAD MORRISON SRL",12,17106,"2017-08-22",1,117500
"PiBi Cloud SRL",51,17407,"2017-08-22",1,47320
"ESCUELA DE CALIDAD MORRISON SRL",12,17109,"2017-08-22",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17096,"2017-08-22",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17087,"2017-08-21",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17083,"2017-08-21",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17071,"2017-08-21",1,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17089,"2017-08-21",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17086,"2017-08-21",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17081,"2017-08-21",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17088,"2017-08-21",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17083,"2017-08-21",0,1000
"ESCUELA DE CALIDAD MORRISON SRL",12,17078,"2017-08-21",1,20000
"ESCUELA DE CALIDAD MORRISON SRL",12,17092,"2017-08-21",5,11000
